,age,gender,hourly_earnings,education,yearly_salary
1415,29,male,36.05769348,16,72115.38696
1416,30,female,19.23077011,12,38461.54022
1417,30,female,15.38461494,13,30769.22988
1418,30,male,14.42307663,13,28846.15326
1419,30,female,14.42307663,13,28846.15326
1420,29,female,9.134614944,16,18269.22989
1421,29,male,22.18934822,16,44378.69644
1422,29,male,10,11,20000
1423,29,male,12.5,6,25000
1424,29,female,17.69230843,16,35384.61686
1425,30,male,20.19230843,12,40384.61686
1426,29,male,10,12,20000
1427,30,male,11.53846169,13,23076.92338
1428,30,male,38.46154022,16,76923.08044
1429,30,female,29.9145298,16,59829.0596
1430,29,male,19.23077011,13,38461.54022
1431,30,male,24.03846169,11,48076.92338
1432,29,female,12.5,14,25000
1433,30,female,18.19126892,13,36382.53784
1434,29,female,21.36752129,13,42735.04258
1435,29,male,17.30769157,16,34615.38314
1436,30,male,14,12,28000
1437,30,male,34.61538315,16,69230.7663
1438,30,female,13.94230747,13,27884.61494
1439,30,male,17.30769157,12,34615.38314
1440,29,male,24.03846169,16,48076.92338
1441,29,female,6.730769157,8,13461.53831
1442,29,male,16.82692337,12,33653.84674
1443,29,female,8.791209221,12,17582.41844
1444,29,male,12,6,24000
1445,30,female,10.2564106,16,20512.8212
1446,30,male,7.211538315,12,14423.07663
1447,30,female,16.27219009,13,32544.38018
1448,29,male,10.625,12,21250
1449,30,female,24.03846169,18,48076.92338
1450,29,female,12.01923084,16,24038.46168
1451,30,male,14.5,12,29000
1452,30,male,14.42307663,16,28846.15326
1453,30,male,15.69858742,12,31397.17484
1454,30,female,16.15384674,13,32307.69348
1455,30,female,16.34615326,18,32692.30652
1456,29,female,12.63736248,12,25274.72496
1457,29,male,18.16239357,13,36324.78714
1458,29,female,17.09401703,16,34188.03406
1459,29,male,19.23077011,16,38461.54022
1460,29,male,10.2564106,12,20512.8212
1461,29,female,10.09615421,14,20192.30842
1462,30,female,15.10988998,14,30219.77996
1463,29,male,20.0854702,13,40170.9404
1464,29,male,19.61538506,16,39230.77012
1465,29,female,8.241758347,12,16483.51669
1466,30,female,11.05769253,13,22115.38506
1467,30,male,9.375,13,18750
1468,30,male,17.48251724,12,34965.03448
1469,29,female,12.01923084,16,24038.46168
1470,29,male,19.71153831,12,39423.07662
1471,30,female,10.16483498,13,20329.66996
1472,30,male,16.34615326,13,32692.30652
1473,29,male,9.368836403,13,18737.67281
1474,29,male,6.593406677,13,13186.81335
1475,29,male,16.25,12,32500
1476,30,male,18.3150177,12,36630.0354
1477,30,female,21.97802162,16,43956.04324
1478,30,male,34.72222137,14,69444.44274
1479,29,male,8.653845787,14,17307.69157
1480,29,female,16.82692337,14,33653.84674
1481,29,female,12.5,12,25000
1482,30,male,26.92307663,16,53846.15326
1483,29,male,10.98901081,12,21978.02162
1484,29,male,28.84615326,16,57692.30652
1485,30,male,15.14423084,14,30288.46168
1486,30,male,10.2564106,16,20512.8212
1487,30,female,16.82692337,16,33653.84674
1488,30,female,14.28571415,12,28571.4283
1489,29,female,20.27026939,16,40540.53878
1490,30,male,59.23077011,16,118461.5402
1491,30,female,21.15384674,16,42307.69348
1492,29,female,9.245562553,12,18491.12511
1493,29,male,15.18218613,14,30364.37226
1494,30,female,22.12339783,14,44246.79566
1495,29,male,17.30769157,12,34615.38314
1496,30,female,12.01923084,13,24038.46168
1497,30,male,20.0892849,12,40178.5698
1498,30,female,26.92307663,13,53846.15326
1499,29,male,11.875,14,23750
1500,30,male,14.42307663,11,28846.15326
1501,29,male,26.44230843,12,52884.61686
1502,29,male,7.403846264,16,14807.69253
1503,29,male,9.890110016,13,19780.22003
1504,30,male,12.01923084,16,24038.46168
1505,30,female,9.615385056,13,19230.77011
1506,30,female,9.615385056,18,19230.77011
1507,30,female,5.769230843,11,11538.46169
1508,30,male,14.42307663,12,28846.15326
1509,30,male,19.23077011,14,38461.54022
1510,30,male,13.66396809,14,27327.93618
1511,29,female,5.263157845,12,10526.31569
1512,30,female,17.30769157,12,34615.38314
1513,30,female,26.92307663,14,53846.15326
1514,30,male,19.23077011,12,38461.54022
1515,30,male,11.36752129,12,22735.04258
1516,30,male,31.73077011,14,63461.54022
1517,30,male,2.724359035,14,5448.71807
1518,29,male,17.5,16,35000
1519,29,female,5.288461685,16,10576.92337
1520,30,female,37.01922989,16,74038.45978
1521,29,female,14.42307663,12,28846.15326
1522,30,female,13.22115421,11,26442.30842
1523,29,male,12.01923084,12,24038.46168
1524,30,female,13.84615421,13,27692.30842
1525,29,male,25,16,50000
1526,30,male,7.632692337,12,15265.38467
1527,30,female,16.06394196,12,32127.88392
1528,29,female,14.90384579,13,29807.69158
1529,30,male,10.09615421,12,20192.30842
1530,29,male,15.38461494,12,30769.22988
1531,30,female,7.211538315,12,14423.07663
1532,30,female,12.01923084,14,24038.46168
1533,30,male,25,16,50000
1534,29,male,18.50961494,16,37019.22988
1535,29,female,12.01923084,16,24038.46168
1536,29,female,9.38086319,16,18761.72638
1537,30,male,18.37606812,14,36752.13624
1538,30,female,11.53846169,16,23076.92338
1539,29,male,9.807692528,12,19615.38506
1540,30,male,14.42307663,6,28846.15326
1541,30,male,12.98076916,12,25961.53832
1542,29,male,4.807692528,12,9615.385056
1543,29,male,9.615385056,14,19230.77011
1544,30,female,13.2867136,13,26573.4272
1545,30,male,12.30769253,16,24615.38506
1546,30,female,19.23077011,13,38461.54022
1547,29,female,18.26922989,16,36538.45978
1548,29,female,15.38461494,13,30769.22988
1549,29,female,18.21862411,16,36437.24822
1550,30,female,14.42307663,16,28846.15326
1551,30,male,9.615385056,6,19230.77011
1552,30,female,9.615385056,12,19230.77011
1553,30,female,19.23077011,18,38461.54022
1554,29,male,12.23776245,12,24475.5249
1555,29,female,16.82692337,16,33653.84674
1556,30,female,5.769230843,12,11538.46169
1557,29,female,19.23077011,16,38461.54022
1558,29,female,11.05769253,13,22115.38506
1559,29,male,12.01923084,13,24038.46168
1560,30,female,16.34615326,13,32692.30652
1561,30,male,86.53845978,13,173076.9196
1562,30,male,16.82692337,16,33653.84674
1563,29,male,7.211538315,6,14423.07663
1564,29,female,12.98076916,12,25961.53832
1565,30,male,20.43269157,16,40865.38314
1566,29,male,15.38461494,12,30769.22988
1567,29,male,14.42307663,12,28846.15326
1568,29,male,18.26922989,16,36538.45978
1569,30,male,9.615385056,10,19230.77011
1570,29,female,41.34615326,16,82692.30652
1571,29,female,16.02564049,16,32051.28098
1572,30,male,31.25,16,62500
1573,29,female,15.92307663,18,31846.15326
1574,30,male,30.76922989,12,61538.45978
1575,30,female,16.82692337,13,33653.84674
1576,30,male,26.92307663,12,53846.15326
1577,29,female,7.692307472,12,15384.61494
1578,29,female,11.53846169,16,23076.92338
1579,30,male,57.69230652,18,115384.613
1580,29,female,5.547337055,10,11094.67411
1581,29,female,6.25,12,12500
1582,29,male,12.98076916,12,25961.53832
1583,29,male,10.57692337,12,21153.84674
1584,29,male,13.18681335,12,26373.6267
1585,30,male,14.42307663,9,28846.15326
1586,30,female,8,12,16000
1587,30,male,10,12,20000
1588,30,female,16.82692337,14,33653.84674
1589,29,male,9.134614944,13,18269.22989
1590,29,male,19.23077011,14,38461.54022
1591,30,male,12.94117641,12,25882.35282
1592,30,male,9.615385056,12,19230.77011
1593,30,male,43.75,18,87500
1594,30,male,19.23077011,12,38461.54022
1595,30,male,20.76922989,13,41538.45978
1596,29,female,9.615385056,16,19230.77011
1597,29,female,19.23077011,16,38461.54022
1598,29,female,19.23077011,16,38461.54022
1599,30,male,5.384615421,12,10769.23084
1600,30,male,14.42307663,12,28846.15326
1601,29,male,21.63461494,16,43269.22988
1602,30,male,10.09615421,11,20192.30842
1603,29,male,25.96153831,14,51923.07662
1604,29,female,49.51922989,16,99038.45978
1605,29,female,14.42307663,14,28846.15326
1606,29,male,12.5,14,25000
1607,30,female,26.44230843,16,52884.61686
1608,30,male,23.93162346,16,47863.24692
1609,29,female,19.23077011,12,38461.54022
1610,30,female,28.84615326,16,57692.30652
1611,29,male,12.98076916,12,25961.53832
1612,29,male,24.03846169,12,48076.92338
1613,30,male,11.53846169,14,23076.92338
1614,30,female,12.62857151,14,25257.14302
1615,30,female,12.39999962,12,24799.99924
1616,29,male,10.09615421,14,20192.30842
1617,29,male,49.45055008,16,98901.10016
1618,30,female,19.23077011,16,38461.54022
1619,30,male,34.61538315,16,69230.7663
1620,30,male,8.75,12,17500
1621,29,female,19.23077011,13,38461.54022
1622,29,male,18.46153831,16,36923.07662
1623,29,female,14.10256386,18,28205.12772
1624,30,male,26.92307663,16,53846.15326
1625,30,male,9.615385056,12,19230.77011
1626,30,male,36.05769348,13,72115.38696
1627,29,female,26.92307663,16,53846.15326
1628,30,male,18.26922989,12,36538.45978
1629,30,female,8.547008514,13,17094.01703
1630,30,female,10.57692337,16,21153.84674
1631,29,male,15,12,30000
1632,30,male,34.18803406,12,68376.06812
1633,30,male,7.820512772,12,15641.02554
1634,30,male,16.82692337,16,33653.84674
1635,30,female,14.34965038,18,28699.30076
1636,29,female,11.92307663,14,23846.15326
1637,29,female,19.71153831,16,39423.07662
1638,30,male,12.98076916,12,25961.53832
1639,30,male,7.211538315,16,14423.07663
1640,29,male,8.741258621,18,17482.51724
1641,29,male,11.53846169,12,23076.92338
1642,29,male,39.44871902,12,78897.43804
1643,30,male,27.23776245,16,54475.5249
1644,30,female,26.59574509,14,53191.49018
1645,30,female,18.75,14,37500
1646,30,male,8.653845787,13,17307.69157
1647,30,male,24.23077011,12,48461.54022
1648,30,male,18.07692337,12,36153.84674
1649,30,female,9.615385056,13,19230.77011
1650,29,male,20,16,40000
1651,30,male,21.39422989,16,42788.45978
1652,29,female,14.42307663,13,28846.15326
1653,30,female,12.01923084,13,24038.46168
1654,29,female,16.11226654,12,32224.53308
1655,29,female,12.01923084,14,24038.46168
1656,29,female,15.38461494,12,30769.22988
1657,30,female,17.15976334,16,34319.52668
1658,29,female,20.34023666,16,40680.47332
1659,29,female,12.98076916,13,25961.53832
1660,30,female,18.75,12,37500
1661,29,female,16.58653831,13,33173.07662
1662,29,female,14.42307663,13,28846.15326
1663,29,female,12.98076916,16,25961.53832
1664,29,female,19.23077011,16,38461.54022
1665,30,female,20.19230843,16,40384.61686
1666,30,female,38.46154022,16,76923.08044
1667,30,male,30.36437225,16,60728.7445
1668,29,male,11.53846169,10,23076.92338
1669,30,female,12.01923084,12,24038.46168
1670,29,male,19.87179565,16,39743.5913
1671,30,male,12.98076916,10,25961.53832
1672,30,male,18.26922989,16,36538.45978
1673,29,male,10.68376064,16,21367.52128
1674,29,male,16.19822502,12,32396.45004
1675,30,male,53.41880417,16,106837.6083
1676,30,male,10.57692337,12,21153.84674
1677,29,male,6.971153736,9,13942.30747
1678,30,male,11.90476227,18,23809.52454
1679,30,female,14.47368431,16,28947.36862
1680,30,male,10.57692337,8,21153.84674
1681,30,male,12.30769253,12,24615.38506
1682,29,male,4.423077106,8,8846.154212
1683,30,male,7.692307472,12,15384.61494
1684,29,male,26.15384674,16,52307.69348
1685,29,male,18.13186836,9,36263.73672
1686,30,male,6.172839642,13,12345.67928
1687,29,male,15.81196594,13,31623.93188
1688,30,female,12.5,16,25000
1689,29,female,8.653845787,8,17307.69157
1690,29,male,17.09401703,13,34188.03406
1691,29,female,19.23077011,16,38461.54022
1692,29,male,9.134614944,13,18269.22989
1693,29,male,16.82692337,12,33653.84674
1694,29,female,9.759614944,14,19519.22989
1695,29,female,9.134614944,14,18269.22989
1696,29,male,13.94230747,12,27884.61494
1697,30,male,23.07692337,12,46153.84674
1698,30,male,16.82692337,13,33653.84674
1699,29,female,11.53846169,16,23076.92338
1700,30,male,20.88461494,13,41769.22988
1701,29,female,14.42307663,13,28846.15326
1702,30,male,11.21794891,18,22435.89782
1703,30,male,15.73426533,12,31468.53066
1704,30,female,12.39529896,13,24790.59792
1705,30,male,13.94230747,14,27884.61494
1706,29,male,14.15598297,12,28311.96594
1707,29,male,14.42307663,12,28846.15326
1708,30,male,18.75,14,37500
1709,30,male,14.42307663,14,28846.15326
1710,29,female,16.82692337,14,33653.84674
1711,29,female,21.63461494,18,43269.22988
1712,29,male,13.84615421,13,27692.30842
1713,30,male,13.46153831,12,26923.07662
1714,29,male,16.82692337,13,33653.84674
1715,29,female,9.586056709,16,19172.11342
1716,29,female,17.11538506,14,34230.77012
1717,29,male,14.42307663,13,28846.15326
1718,29,female,7.211538315,13,14423.07663
1719,29,female,4.554656029,14,9109.312058
1720,29,male,6.153846264,12,12307.69253
1721,29,female,28.5714283,18,57142.8566
1722,30,female,10.68376064,12,21367.52128
1723,29,male,23.07692337,16,46153.84674
1724,29,female,19.71153831,16,39423.07662
1725,30,female,9.615385056,13,19230.77011
1726,30,male,43.26922989,12,86538.45978
1727,29,male,10.57692337,13,21153.84674
1728,30,male,9.615385056,12,19230.77011
1729,30,male,14.42307663,12,28846.15326
1730,30,female,21.44970322,14,42899.40644
1731,30,female,24.03846169,12,48076.92338
1732,30,female,30.76922989,16,61538.45978
1733,30,female,18.26922989,16,36538.45978
1734,29,male,12.30769253,14,24615.38506
1735,30,male,16.82692337,9,33653.84674
1736,29,female,21.15384674,12,42307.69348
1737,30,female,16.82692337,16,33653.84674
1738,30,female,14.9572649,16,29914.5298
1739,29,female,11.53846169,16,23076.92338
1740,29,female,35.57692337,16,71153.84674
1741,29,female,12.5,16,25000
1742,30,female,16.34615326,11,32692.30652
1743,29,female,10.57692337,13,21153.84674
1744,30,male,2.884615421,9,5769.230842
1745,29,male,15.38461494,12,30769.22988
1746,30,female,22.11538506,12,44230.77012
1747,30,female,7.211538315,13,14423.07663
1748,30,male,11.5,16,23000
1749,29,male,4.653846264,16,9307.692528
1750,30,female,12.98076916,12,25961.53832
1751,30,male,12.92067337,11,25841.34674
1752,30,male,25,13,50000
1753,30,female,12.98076916,13,25961.53832
1754,30,female,10.57692337,12,21153.84674
1755,29,male,7.451922894,12,14903.84579
1756,30,male,5.769230843,12,11538.46169
1757,30,female,15.92307663,18,31846.15326
1758,29,female,33.65384674,12,67307.69348
1759,30,female,19.23077011,12,38461.54022
1760,29,female,19.23077011,16,38461.54022
1761,30,female,9.615385056,12,19230.77011
1762,30,female,19.23077011,13,38461.54022
1763,30,male,22.11538506,12,44230.77012
1764,29,male,24.03846169,16,48076.92338
1765,30,male,14.42307663,13,28846.15326
1766,30,female,18.26922989,16,36538.45978
1767,30,male,11.53846169,13,23076.92338
1768,29,male,23.07692337,13,46153.84674
1769,29,male,8.79807663,12,17596.15326
1770,30,male,25,12,50000
1771,30,female,8.653845787,12,17307.69157
1772,30,female,17.48251724,14,34965.03448
1773,30,female,12.01923084,16,24038.46168
1774,30,female,17.88908768,13,35778.17536
1775,29,male,12.5,12,25000
1776,30,male,15.13911629,14,30278.23258
1777,29,female,20.19230843,12,40384.61686
1778,29,male,24.03846169,13,48076.92338
1779,30,female,12.01923084,12,24038.46168
1780,30,female,16.82692337,13,33653.84674
1781,29,female,26.31579018,16,52631.58036
1782,30,male,20.67307663,12,41346.15326
1783,29,male,6.938775539,14,13877.55108
1784,29,male,21.15384674,14,42307.69348
1785,29,male,33.17307663,16,66346.15326
1786,30,male,9.829059601,16,19658.1192
1787,30,female,18.26922989,16,36538.45978
1788,30,male,9.615385056,12,19230.77011
1789,29,female,8.17307663,12,16346.15326
1790,29,male,16.82692337,12,33653.84674
1791,29,male,36.05769348,18,72115.38696
1792,29,male,7.692307472,12,15384.61494
1793,29,male,4.273626328,12,8547.252656
1794,29,female,14.90384579,16,29807.69158
1795,29,male,7.47863245,13,14957.2649
1796,29,male,19.23077011,12,38461.54022
1797,30,male,10.85972881,16,21719.45762
1798,29,male,10.57692337,6,21153.84674
1799,29,female,11.05769253,12,22115.38506
1800,29,male,40.86538315,16,81730.7663
1801,29,female,14.42307663,14,28846.15326
1802,29,female,44.23077011,16,88461.54022
1803,29,female,3.571428537,11,7142.857074
1804,30,male,23.07230759,14,46144.61518
1805,30,female,11.53846169,12,23076.92338
1806,29,female,27.88461494,18,55769.22988
1807,29,female,20.19230843,12,40384.61686
1808,29,male,18.22916603,12,36458.33206
1809,29,male,12.01923084,12,24038.46168
1810,29,female,7.8125,14,15625
1811,30,female,4.807692528,11,9615.385056
1812,30,male,25,12,50000
1813,30,male,14.90384579,16,29807.69158
1814,30,male,25,16,50000
1815,30,male,37.24519348,12,74490.38696
1816,29,female,14.90384579,16,29807.69158
1817,29,female,12.5,18,25000
1818,30,female,24.03846169,18,48076.92338
1819,30,male,24.03846169,16,48076.92338
1820,29,female,12.74038506,16,25480.77012
1821,29,female,33.84615326,16,67692.30652
1822,30,male,40.86538315,13,81730.7663
1823,30,male,6.31868124,8,12637.36248
1824,30,male,5.594405651,13,11188.8113
1825,29,female,9.615385056,14,19230.77011
1826,29,female,16.66666603,14,33333.33206
1827,29,male,20.2429142,16,40485.8284
1828,29,male,14.42307663,12,28846.15326
1829,29,male,9.340659142,13,18681.31828
1830,29,female,9.473684311,12,18947.36862
1831,29,male,12.01923084,16,24038.46168
1832,29,female,18.69658089,16,37393.16178
1833,30,female,15.38461494,18,30769.22988
1834,29,male,24.03846169,14,48076.92338
1835,29,female,9.615385056,13,19230.77011
1836,29,female,24.78632545,16,49572.6509
1837,29,male,7.692307472,10,15384.61494
1838,29,female,15.38461494,13,30769.22988
1839,30,male,32.69230652,18,65384.61304
1840,29,male,20.19230843,16,40384.61686
1841,29,male,5.076922894,8,10153.84579
1842,30,male,17.09401703,12,34188.03406
1843,30,female,17.30769157,13,34615.38314
1844,30,female,14.42307663,14,28846.15326
1845,30,male,18.83012772,12,37660.25544
1846,30,male,17.53393745,16,35067.8749
1847,30,male,34.18803406,12,68376.06812
1848,30,male,28.84615326,16,57692.30652
1849,29,male,20.19230843,16,40384.61686
1850,30,female,7.211538315,13,14423.07663
1851,30,female,15.38461494,13,30769.22988
1852,29,male,8.547008514,12,17094.01703
1853,30,male,14.61538506,13,29230.77012
1854,29,male,15.86538506,14,31730.77012
1855,30,male,9.615385056,12,19230.77011
1856,29,male,20.5128212,12,41025.6424
1857,29,female,17.30769157,16,34615.38314
1858,29,male,15.38461494,13,30769.22988
1859,30,male,40.38461685,16,80769.2337
1860,29,female,14.42307663,16,28846.15326
1861,29,male,21.41827011,13,42836.54022
1862,30,female,13.94230747,12,27884.61494
1863,29,male,23.45538521,13,46910.77042
1864,29,female,16.82692337,12,33653.84674
1865,29,female,16.82692337,13,33653.84674
1866,30,male,9.134614944,13,18269.22989
1867,30,male,30.28846169,18,60576.92338
1868,29,male,5.538461685,16,11076.92337
1869,29,male,27.40384674,16,54807.69348
1870,29,male,2.403846264,12,4807.692528
1871,29,male,21.63461494,13,43269.22988
1872,30,male,19.23077011,16,38461.54022
1873,30,female,18.75,16,37500
1874,29,male,11.53846169,9,23076.92338
1875,30,male,21.63461494,16,43269.22988
1876,30,male,26.47058868,12,52941.17736
1877,30,female,22.11538506,16,44230.77012
1878,29,male,12.69230747,13,25384.61494
1879,30,male,20,12,40000
1880,30,female,3.846153736,10,7692.307472
1881,29,male,11.33241749,13,22664.83498
1882,29,female,30.98290634,13,61965.81268
1883,30,female,11.53846169,13,23076.92338
1884,30,female,29.80769157,13,59615.38314
1885,30,female,24.03846169,16,48076.92338
1886,30,male,25,13,50000
1887,30,female,17.66090965,16,35321.8193
1888,29,male,17.30769157,12,34615.38314
1889,30,female,16.34615326,14,32692.30652
1890,30,male,7.692307472,16,15384.61494
1891,30,male,12.5,13,25000
1892,30,male,10.68376064,13,21367.52128
1893,29,male,8.571428299,16,17142.8566
1894,30,male,21.63461494,13,43269.22988
1895,29,male,7.5,12,15000
1896,29,male,12,16,24000
1897,30,male,10.375,12,20750
1898,29,male,14.42307663,12,28846.15326
1899,29,female,7.211538315,9,14423.07663
1900,29,male,19.23077011,12,38461.54022
1901,29,male,18.13269234,13,36265.38468
1902,30,male,21.15384674,11,42307.69348
1903,29,male,13.46153831,16,26923.07662
1904,29,female,39.90384674,16,79807.69348
1905,30,female,23.07692337,18,46153.84674
1906,29,male,34.18803406,16,68376.06812
1907,30,male,18.02884674,13,36057.69348
1908,30,female,33.65384674,16,67307.69348
1909,30,male,19.23077011,16,38461.54022
1910,30,female,11.53846169,14,23076.92338
1911,30,male,13.84615421,12,27692.30842
1912,29,female,13.51351357,13,27027.02714
1913,29,male,57.69230652,16,115384.613
1914,29,male,27.30769157,16,54615.38314
1915,29,female,9.615385056,12,19230.77011
1916,29,male,13.58012867,13,27160.25734
1917,30,male,27.88461494,18,55769.22988
1918,29,male,7.692307472,12,15384.61494
1919,29,male,18.46153831,16,36923.07662
1920,30,male,16,12,32000
1921,30,female,19.23077011,18,38461.54022
1922,30,female,5.769230843,13,11538.46169
1923,30,female,21.63461494,16,43269.22988
1924,30,female,13.46153831,13,26923.07662
1925,29,female,7.692307472,12,15384.61494
1926,29,male,16.82692337,13,33653.84674
1927,30,male,14.42307663,10,28846.15326
1928,30,male,6.410256386,12,12820.51277
1929,30,male,14,16,28000
1930,29,male,28.84615326,16,57692.30652
1931,29,female,5.128205299,12,10256.4106
1932,29,male,50.48077011,16,100961.5402
1933,30,male,14.42307663,6,28846.15326
1934,30,male,20.71006012,13,41420.12024
1935,30,female,7.504690647,13,15009.38129
1936,29,male,16.02564049,12,32051.28098
1937,30,female,13.22115421,12,26442.30842
1938,30,female,13.70192337,12,27403.84674
1939,30,female,13.94230747,13,27884.61494
1940,29,female,17.09401703,12,34188.03406
1941,30,female,19.23077011,13,38461.54022
1942,29,male,23.50427437,16,47008.54874
1943,29,female,16.11226654,12,32224.53308
1944,30,female,19.23077011,16,38461.54022
1945,30,female,7.211538315,14,14423.07663
1946,29,female,14.88461494,16,29769.22988
1947,30,female,5.769230843,12,11538.46169
1948,29,male,16.875,14,33750
1949,30,male,14.42307663,8,28846.15326
1950,29,male,8.791209221,6,17582.41844
1951,30,female,6.971153736,12,13942.30747
1952,29,male,12.59615421,12,25192.30842
1953,29,male,19.23077011,13,38461.54022
1954,30,male,33.85416794,14,67708.33588
1955,30,female,12.5,12,25000
1956,29,male,14.42307663,12,28846.15326
1957,30,female,22.11538506,16,44230.77012
1958,30,male,19.23077011,18,38461.54022
1959,30,male,9.615385056,8,19230.77011
1960,29,male,8.653845787,9,17307.69157
1961,29,male,23.07692337,13,46153.84674
1962,30,female,15.48846149,16,30976.92298
1963,30,female,61.11111069,16,122222.2214
1964,30,female,12.01923084,12,24038.46168
1965,29,female,15.38461494,14,30769.22988
1966,29,male,9.615385056,12,19230.77011
1967,29,female,5.547337055,16,11094.67411
1968,30,female,6.736363411,14,13472.72682
1969,29,male,8.333333015,9,16666.66603
1970,29,female,23.07692337,16,46153.84674
1971,30,female,7.211538315,12,14423.07663
1972,29,male,13.33333302,10,26666.66604
1973,30,male,25.64102554,14,51282.05108
1974,29,male,11.25,11,22500
1975,29,female,6.596153736,12,13192.30747
1976,30,male,13.2867136,13,26573.4272
1977,29,male,12.30769253,12,24615.38506
1978,29,male,16.82692337,12,33653.84674
1979,29,female,11.53846169,13,23076.92338
1980,30,female,20.19230843,16,40384.61686
1981,29,female,14.42307663,13,28846.15326
1982,29,male,7.211538315,13,14423.07663
1983,29,male,13.22115421,16,26442.30842
1984,30,male,5.769230843,12,11538.46169
1985,29,male,14.50288486,13,29005.76972
1986,29,male,15.38461494,13,30769.22988
1987,30,male,11.53846169,12,23076.92338
1988,29,female,18.71101952,13,37422.03904
1989,30,male,19.23077011,16,38461.54022
1990,30,female,5.384615421,16,10769.23084
1991,29,male,9.615385056,13,19230.77011
1992,29,male,6.730769157,13,13461.53831
1993,30,male,17.7514801,12,35502.9602
1994,30,female,9.615385056,16,19230.77011
1995,29,female,17.78846169,16,35576.92338
1996,30,female,61.18881226,12,122377.6245
1997,30,male,11.05769253,9,22115.38506
1998,30,female,33.65384674,10,67307.69348
1999,29,male,37.5,16,75000
2000,30,female,13.46153831,18,26923.07662
2001,30,female,19.71153831,18,39423.07662
2002,29,female,12.01923084,16,24038.46168
2003,29,female,14.42307663,16,28846.15326
2004,30,male,21.53846169,12,43076.92338
2005,30,male,24.03846169,14,48076.92338
2006,29,male,19.23077011,18,38461.54022
2007,30,male,17.30769157,16,34615.38314
2008,29,male,25,18,50000
2009,30,male,10.76923084,13,21538.46168
2010,29,female,10.09615421,13,20192.30842
2011,29,male,19.23077011,14,38461.54022
2012,30,female,13.46153831,12,26923.07662
2013,30,male,5.769230843,12,11538.46169
2014,29,male,15.86538506,16,31730.77012
2015,30,female,13.46153831,14,26923.07662
2016,30,male,11.73076916,12,23461.53832
2017,29,male,14.42307663,12,28846.15326
2018,30,male,5.769230843,9,11538.46169
2019,29,male,29.64743614,13,59294.87228
2020,30,female,12.5,13,25000
2021,30,female,7.932692528,12,15865.38506
2022,30,male,13.0624094,16,26124.8188
2023,30,female,7.788461685,14,15576.92337
2024,29,male,14.42307663,12,28846.15326
2025,29,male,57.69230652,18,115384.613
2026,29,male,13.94230747,13,27884.61494
2027,30,male,15.38461494,18,30769.22988
2028,29,male,14.42307663,13,28846.15326
2029,29,male,18.26922989,14,36538.45978
2030,29,male,6.923077106,12,13846.15421
2031,30,female,24.35897446,16,48717.94892
2032,29,female,10.81730747,13,21634.61494
2033,29,female,9.134614944,13,18269.22989
2034,29,male,15.86538506,14,31730.77012
2035,29,male,30.76922989,16,61538.45978
2036,29,female,11.07692337,13,22153.84674
2037,29,female,35.25640869,12,70512.81738
2038,29,female,8.012820244,14,16025.64049
2039,29,female,14.42307663,16,28846.15326
2040,30,male,18.07692337,12,36153.84674
2041,30,male,19.6078434,16,39215.6868
2042,30,male,24.03846169,12,48076.92338
2043,29,male,16.82692337,12,33653.84674
2044,30,male,24.95421219,16,49908.42438
2045,29,female,18.30769157,13,36615.38314
2046,29,female,11.44688606,16,22893.77212
2047,30,male,11.86813164,14,23736.26328
2048,29,female,31.25,14,62500
2049,29,male,16.72240829,13,33444.81658
2050,29,male,19.09722137,12,38194.44274
2051,30,female,15.38461494,12,30769.22988
2052,29,male,9.285714149,14,18571.4283
2053,30,female,10.98901081,13,21978.02162
2054,29,male,13.94230747,12,27884.61494
2055,30,female,26.44230843,16,52884.61686
2056,29,male,10,12,20000
2057,30,male,6.730769157,12,13461.53831
2058,29,female,12.01923084,13,24038.46168
2059,29,female,6.734694004,16,13469.38801
2060,30,male,4.807692528,9,9615.385056
2061,30,male,12.5,12,25000
2062,29,male,9.600000381,12,19200.00076
2063,29,male,24.03846169,12,48076.92338
2064,30,female,17.5,12,35000
2065,29,female,19.23077011,16,38461.54022
2066,30,female,10.57692337,14,21153.84674
2067,30,male,9.615385056,12,19230.77011
2068,29,male,11.53846169,12,23076.92338
2069,30,male,6.25,11,12500
2070,29,female,20.19230843,16,40384.61686
2071,30,male,10.5,10,21000
2072,30,male,8.17307663,12,16346.15326
2073,30,female,19.23077011,16,38461.54022
2074,29,female,14.42307663,12,28846.15326
2075,30,male,13.46153831,16,26923.07662
2076,30,female,4.807692528,12,9615.385056
2077,30,female,10.57692337,16,21153.84674
2078,29,male,14.42307663,13,28846.15326
2079,30,female,4.807692528,12,9615.385056
2080,30,male,15.38461494,16,30769.22988
2081,29,female,8.894230843,13,17788.46169
2082,29,male,13.84615421,14,27692.30842
2083,30,male,11.64743614,14,23294.87228
2084,29,male,10.57692337,13,21153.84674
2085,29,male,5.723443031,13,11446.88606
2086,30,male,45.09615326,12,90192.30652
2087,30,male,28,16,56000
2088,29,female,16.15384674,13,32307.69348
2089,30,male,15,12,30000
2090,29,female,5.769230843,8,11538.46169
2091,30,male,11.53846169,13,23076.92338
2092,29,male,54.9450531,12,109890.1062
2093,29,male,15.55944061,14,31118.88122
2094,30,female,10.57692337,13,21153.84674
2095,29,female,12.25961494,18,24519.22988
2096,30,male,23.50427437,16,47008.54874
